1, Leicester,25,15,8,2,47:27,20,53
2, Spurs,25,13,9,3,45:19,26,48
3, Arsenal,25,14,6,5,39:22,17,48
4, Man City,25,14,5,6,47:26,21,47
5, Man Utd,25,11,8,6,32:22,10,41
6, West Ham,25,10,9,6,38:29,9,39
7, Southampton,25,10,7,8,33:24,9,37
8, Everton,25,8,11,6,46:34,12,35
9, Liverpool,25,9,8,8,32:36,-4,35
10, Watford ,25,9,6,10,27:27,0,33
11, Stoke City,25,9,6,10,24:31,-7,33
12, Crystal Palace,25,9,5,11,26:30,-4,32
13, Chelsea,25,7,9,9,33:35,-2,30
14, West Brom,25,7,8,10,23:32,-9,29
15, Bournemouth ,25,7,7,11,29:41,-12,28
16, Swansea,25,6,9,10,24:33,-9,27
17, Newcastle,25,6,6,13,26:44,-18,24
18, Norwich ,25,6,5,14,28:48,-20,23
19, Sunderland,25,5,5,15,30:49,-19,20
20, Aston Villa,25,3,7,15,20:40,-20,16
