1, Chelsea,7,6,1,0,21:7,14,19
2, Man City,7,4,2,1,14:7,7,14
3, Southampton,7,4,1,2,11:5,6,13
4, Man Utd,7,3,2,2,13:10,3,11
5, Swansea,7,3,2,2,10:8,2,11
6, Spurs,7,3,2,2,9:7,2,11
7, West Ham,7,3,1,3,12:10,2,10
8, Arsenal,7,2,4,1,11:9,2,10
9, Liverpool,7,3,1,3,10:10,0,10
10, Aston Villa,7,3,1,3,4:9,-5,10
11, Hull City,7,2,3,2,11:11,0,9
12, Leicester ,7,2,3,2,11:12,-1,9
13, Sunderland,7,1,5,1,8:7,1,8
14, West Brom,7,2,2,3,8:9,-1,8
15, Crystal Palace,7,2,2,3,10:12,-2,8
16, Stoke City,7,2,2,3,6:8,-2,8
17, Everton,7,1,3,3,13:16,-3,6
18, Newcastle,7,0,4,3,7:14,-7,4
19, Burnley ,7,0,4,3,3:10,-7,4
20, QPR ,7,1,1,5,4:15,-11,4
