1, Man Utd,27,22,2,3,64:31,33,68
2, Man City,27,16,8,3,50:24,26,56
3, Spurs,27,15,6,6,47:32,15,51
4, Chelsea,27,14,7,6,55:30,25,49
5, Arsenal,27,13,8,6,52:30,22,47
6, Everton,27,10,12,5,41:34,7,42
7, West Brom,27,12,4,11,38:36,2,40
8, Liverpool,27,10,9,8,49:34,15,39
9, Swansea,27,9,10,8,38:34,4,37
10, Stoke City,27,7,12,8,26:32,-6,33
11, Fulham,27,8,8,11,37:42,-5,32
12, Norwich,27,7,11,9,27:41,-14,32
13, Newcastle,27,8,6,13,38:48,-10,30
14, West Ham ,27,8,6,13,31:41,-10,30
15, Sunderland,27,7,8,12,29:36,-7,29
16, Southampton ,27,6,9,12,38:49,-11,27
17, Wigan,27,6,6,15,33:51,-18,24
18, Aston Villa,27,5,9,13,26:52,-26,24
19, Reading ,27,5,8,14,33:51,-18,23
20, QPR,27,2,11,14,19:43,-24,17
