1, Chelsea,4,4,0,0,15:6,9,12
2, Aston Villa,4,3,1,0,4:1,3,10
3, Swansea,4,3,0,1,8:5,3,9
4, Southampton,4,2,1,1,8:3,5,7
5, Man City,4,2,1,1,7:4,3,7
6, Spurs,4,2,1,1,7:5,2,7
7, Arsenal,4,1,3,0,7:6,1,6
8, Liverpool,4,2,0,2,6:5,1,6
9, Man Utd,4,1,2,1,6:3,3,5
10, Hull City,4,1,2,1,5:5,0,5
11, Everton,4,1,2,1,9:10,-1,5
12, Leicester ,4,1,2,1,4:5,-1,5
13, West Ham,4,1,1,2,6:7,-1,4
14, Stoke City,4,1,1,2,2:3,-1,4
15, Sunderland,4,0,3,1,5:6,-1,3
16, QPR ,4,1,0,3,1:9,-8,3
17, Crystal Palace,4,0,2,2,5:8,-3,2
18, Burnley ,4,0,2,2,1:4,-3,2
19, West Brom,4,0,2,2,2:7,-5,2
20, Newcastle,4,0,2,2,3:9,-6,2
