1, Arsenal,9,7,1,1,20:9,11,22
2, Chelsea,9,6,2,1,16:6,10,20
3, Liverpool,9,6,2,1,17:8,9,20
4, Spurs,9,6,1,2,9:5,4,19
5, Southampton,9,5,3,1,10:3,7,18
6, Everton,9,5,3,1,14:10,4,18
7, Man City,9,5,1,3,21:11,10,16
8, Man Utd,9,4,2,3,14:12,2,14
9, Swansea,9,3,2,4,12:11,1,11
10, Hull City ,9,3,2,4,7:10,-3,11
11, Newcastle,9,3,2,4,12:16,-4,11
12, West Brom,9,2,4,3,8:10,-2,10
13, Fulham,9,3,1,5,9:12,-3,10
14, Aston Villa,9,3,1,5,9:12,-3,10
15, West Ham,9,2,3,4,8:8,0,9
16, Cardiff ,9,2,3,4,8:13,-5,9
17, Stoke City,9,2,2,5,6:10,-4,8
18, Norwich,9,2,2,5,6:13,-7,8
19, Sunderland,9,1,1,7,7:21,-14,4
20, Crystal Palace ,9,1,0,8,6:19,-13,3
