1, Man Utd,26,19,5,2,46:11,35,62
2, Liverpool,26,15,10,1,43:18,25,55
3, Chelsea,26,15,7,4,45:15,30,52
4, Aston Villa,26,15,6,5,40:25,15,51
5, Arsenal,26,12,9,5,38:25,13,45
6, Everton,26,11,8,7,34:28,6,41
7, Wigan,26,9,8,9,26:24,2,35
8, Fulham,26,8,9,9,25:24,1,33
9, West Ham,26,9,6,11,32:34,-2,33
10, Man City,26,9,5,12,43:35,8,32
11, Sunderland,26,8,7,11,27:33,-6,31
12, Bolton,26,9,3,14,29:38,-9,30
13, Hull City ,26,7,8,11,32:48,-16,29
14, Spurs,26,7,7,12,28:32,-4,28
15, Newcastle,26,6,10,10,33:42,-9,28
16, Portsmouth FC,26,7,7,12,29:43,-14,28
17, Blackburn,26,6,8,12,30:43,-13,26
18, Stoke City ,26,6,7,13,23:42,-19,25
19, Middlesbrough,26,5,8,13,18:36,-18,23
20, West Brom,26,6,4,16,24:49,-25,22
