1, Chelsea,8,7,1,0,23:8,15,22
2, Man City,8,5,2,1,18:8,10,17
3, Southampton,8,5,1,2,19:5,14,16
4, West Ham,8,4,1,3,15:11,4,13
5, Liverpool,8,4,1,3,13:12,1,13
6, Man Utd,8,3,3,2,15:12,3,12
7, Arsenal,8,2,5,1,13:11,2,11
8, Swansea,8,3,2,3,11:10,1,11
9, Spurs,8,3,2,3,10:11,-1,11
10, Stoke City,8,3,2,3,8:9,-1,11
11, Hull City,8,2,4,2,13:13,0,10
12, Aston Villa,8,3,1,4,4:12,-8,10
13, Everton,8,2,3,3,16:16,0,9
14, West Brom,8,2,3,3,10:11,-1,9
15, Leicester ,8,2,3,3,11:13,-2,9
16, Crystal Palace,8,2,2,4,11:14,-3,8
17, Sunderland,8,1,5,2,8:15,-7,8
18, Newcastle,8,1,4,3,8:14,-6,7
19, Burnley ,8,0,4,4,4:13,-9,4
20, QPR ,8,1,1,6,6:18,-12,4
