1, Chelsea,26,20,3,3,55:19,36,63
2, Spurs,26,15,8,3,50:18,32,53
3, Arsenal,26,16,5,5,56:28,28,53
4, Man City,26,16,5,5,51:29,22,53
5, Liverpool,26,14,7,5,55:33,22,49
6, Man Utd,26,13,10,3,38:21,17,49
7, Everton,26,12,8,6,42:27,15,44
8, West Brom,26,11,7,8,36:32,4,40
9, West Ham,26,9,6,11,35:44,-9,33
10, Stoke City,26,8,8,10,30:40,-10,32
11, Burnley ,26,9,4,13,28:37,-9,31
12, Watford,26,8,7,11,30:43,-13,31
13, Southampton,26,8,6,12,28:33,-5,30
14, Bournemouth,26,7,5,14,36:51,-15,26
15, Leicester,26,6,6,14,27:44,-17,24
16, Swansea,26,7,3,16,32:57,-25,24
17, Middlesbrough ,26,4,10,12,19:28,-9,22
18, Crystal Palace,26,6,4,16,33:46,-13,22
19, Hull City ,26,5,6,15,23:50,-27,21
20, Sunderland,26,5,4,17,24:48,-24,19
