1, Man Utd,31,24,4,3,76:27,49,76
2, Man City,31,22,5,4,75:25,50,71
3, Arsenal,31,18,4,9,62:41,21,58
4, Spurs,31,17,7,7,56:36,20,58
5, Chelsea,31,15,8,8,53:36,17,53
6, Newcastle,31,15,8,8,46:42,4,53
7, Everton,31,12,7,12,32:32,0,43
8, Liverpool,31,11,9,11,36:33,3,42
9, Sunderland,31,11,8,12,42:37,5,41
10, Fulham,31,10,9,12,39:42,-3,39
11, Swansea ,31,10,9,12,35:39,-4,39
12, Norwich ,31,10,9,12,42:49,-7,39
13, Stoke City,31,10,8,13,29:43,-14,38
14, West Brom,31,10,6,15,36:43,-7,36
15, Aston Villa,31,7,12,12,34:44,-10,33
16, Bolton,31,10,2,19,38:61,-23,32
17, QPR ,31,7,7,17,35:54,-19,28
18, Blackburn,31,7,7,17,43:64,-21,28
19, Wigan,31,6,10,15,29:55,-26,28
20, Wolves,31,5,7,19,33:68,-35,22
