1, Man City,4,4,0,0,10:0,10,12
2, Crystal Palace,4,3,0,1,8:5,3,9
3, Leicester,4,2,2,0,8:5,3,8
4, Swansea,4,2,2,0,7:4,3,8
5, Man Utd,4,2,1,1,3:2,1,7
6, Arsenal,4,2,1,1,3:3,0,7
7, Liverpool,4,2,1,1,2:3,-1,7
8, West Ham,4,2,0,2,9:6,3,6
9, Everton,4,1,2,1,5:4,1,5
10, Southampton,4,1,2,1,5:5,0,5
11, Bournemouth ,4,1,1,2,5:6,-1,4
12, Aston Villa,4,1,1,2,4:5,-1,4
13, Chelsea,4,1,1,2,6:9,-3,4
14, Norwich ,4,1,1,2,5:8,-3,4
15, West Brom,4,1,1,2,3:6,-3,4
16, Spurs,4,0,3,1,3:4,-1,3
17, Watford ,4,0,3,1,2:4,-2,3
18, Stoke City,4,0,2,2,3:5,-2,2
19, Newcastle,4,0,2,2,2:5,-3,2
20, Sunderland,4,0,2,2,6:10,-4,2
