1, Man Utd,28,23,2,3,68:31,37,71
2, Man City,28,17,8,3,51:24,27,59
3, Spurs,28,16,6,6,49:33,16,54
4, Chelsea,28,15,7,6,56:30,26,52
5, Arsenal,28,13,8,7,53:32,21,47
6, Everton,28,11,12,5,44:35,9,45
7, Liverpool,28,11,9,8,53:34,19,42
8, Swansea,28,10,10,8,39:34,5,40
9, West Brom,28,12,4,12,38:37,1,40
10, Fulham,28,8,9,11,39:44,-5,33
11, Stoke City,28,7,12,9,26:33,-7,33
12, West Ham ,28,9,6,13,32:41,-9,33
13, Norwich,28,7,11,10,27:45,-18,32
14, Sunderland,28,7,9,12,31:38,-7,30
15, Newcastle,28,8,6,14,38:49,-11,30
16, Southampton ,28,6,9,13,39:51,-12,27
17, Wigan,28,6,6,16,33:55,-22,24
18, Aston Villa,28,5,9,14,26:53,-27,24
19, Reading ,28,5,8,15,34:54,-20,23
20, QPR,28,3,11,14,21:44,-23,20
