1, Man City,8,7,1,0,27:6,21,22
2, Man Utd,8,6,2,0,25:6,19,20
3, Chelsea,8,6,1,1,20:9,11,19
4, Newcastle,8,4,4,0,11:6,5,16
5, Spurs,8,5,1,2,15:12,3,16
6, Liverpool,8,4,2,2,11:9,2,14
7, Stoke City,8,3,3,2,6:8,-2,12
8, Aston Villa,8,2,5,1,10:9,1,11
9, Norwich ,8,3,2,3,10:11,-1,11
10, Arsenal,8,3,1,4,12:17,-5,10
11, QPR ,8,2,3,3,6:14,-8,9
12, West Brom,8,2,2,4,7:10,-3,8
13, Swansea ,8,2,2,4,7:12,-5,8
14, Fulham,8,1,4,3,10:9,1,7
15, Everton,8,2,1,5,7:13,-6,7
16, Wolves,8,2,1,5,6:12,-6,7
17, Sunderland,8,1,3,4,10:10,0,6
18, Bolton,8,2,0,6,12:22,-10,6
19, Wigan,8,1,2,5,6:14,-8,5
20, Blackburn,8,1,2,5,9:18,-9,5
