1, Man City,9,8,1,0,33:7,26,25
2, Man Utd,9,6,2,1,26:12,14,20
3, Chelsea,9,6,1,2,20:10,10,19
4, Newcastle,9,5,4,0,12:6,6,19
5, Spurs,9,6,1,2,17:13,4,19
6, Liverpool,9,4,3,2,12:10,2,15
7, Arsenal,9,4,1,4,15:18,-3,13
8, Norwich ,9,3,3,3,11:12,-1,12
9, Stoke City,9,3,3,3,7:11,-4,12
10, QPR ,9,3,3,3,7:14,-7,12
11, Aston Villa,9,2,5,2,11:11,0,11
12, West Brom,9,3,2,4,9:11,-2,11
13, Everton,9,3,1,5,10:14,-4,10
14, Sunderland,9,2,3,4,12:10,2,9
15, Swansea ,9,2,3,4,9:14,-5,9
16, Wolves,9,2,2,5,8:14,-6,8
17, Fulham,9,1,4,4,11:12,-1,7
18, Bolton,9,2,0,7,12:24,-12,6
19, Wigan,9,1,2,6,6:15,-9,5
20, Blackburn,9,1,2,6,10:20,-10,5
