1, Chelsea,7,6,1,0,15:4,11,19
2, Man Utd,7,5,0,2,17:9,8,15
3, Man City,7,4,3,0,15:8,7,15
4, Everton,7,4,2,1,14:8,6,14
5, Spurs,7,4,2,1,13:8,5,14
6, West Brom,7,4,2,1,11:7,4,14
7, Arsenal,7,3,3,1,13:5,8,12
8, West Ham ,7,3,2,2,8:8,0,11
9, Fulham,7,3,1,3,15:11,4,10
10, Sunderland,7,2,4,1,8:7,1,10
11, Newcastle,7,2,3,2,8:11,-3,9
12, Swansea,7,2,2,3,12:11,1,8
13, Stoke City,7,1,5,1,6:5,1,8
14, Liverpool,7,1,3,3,9:12,-3,6
15, Wigan,7,1,2,4,7:13,-6,5
16, Aston Villa,7,1,2,4,6:12,-6,5
17, Southampton ,7,1,1,5,12:20,-8,4
18, Reading ,7,0,3,4,8:16,-8,3
19, Norwich,7,0,3,4,5:17,-12,3
20, QPR,7,0,2,5,6:16,-10,2
