1, Chelsea,21,15,4,2,46:19,27,49
2, Man City,21,14,5,2,45:20,25,47
3, Southampton,21,12,3,6,35:15,20,39
4, Man Utd,21,10,7,4,34:21,13,37
5, Arsenal,21,10,6,5,37:25,12,36
6, Spurs,21,10,4,7,30:29,1,34
7, West Ham,21,9,6,6,32:25,7,33
8, Liverpool,21,9,5,7,29:27,2,32
9, Swansea,21,8,6,7,26:25,1,30
10, Newcastle,21,7,6,8,25:33,-8,27
11, Stoke City,21,7,5,9,22:27,-5,26
12, Everton,21,5,7,9,30:34,-4,22
13, Aston Villa,21,5,7,9,11:23,-12,22
14, West Brom,21,5,6,10,20:29,-9,21
15, Crystal Palace,21,4,8,9,22:31,-9,20
16, Sunderland,21,3,11,7,18:31,-13,20
17, Burnley ,21,4,8,9,19:33,-14,20
18, Hull City,21,4,7,10,20:27,-7,19
19, QPR ,21,5,4,12,23:37,-14,19
20, Leicester ,21,4,5,12,20:33,-13,17
