,sb-tor1,sb-tor2,sb-gelb1,sb-gelb2,sb-gelbrot1,sb-gelbrot2,sb-wechsel1,sb-wechsel2,sb-11m1,sb-11m2
1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0
18,0,1,0,0,0,0,0,0,0,0
19,0,1,0,0,0,0,0,0,0,0
20,0,1,0,0,0,0,0,0,0,0
21,0,1,0,0,0,0,0,0,0,0
22,0,1,0,0,0,0,0,0,0,0
23,0,1,0,0,0,0,0,0,0,0
24,0,1,0,0,0,0,0,0,0,0
25,0,1,0,0,0,0,0,0,0,0
26,0,1,0,0,0,0,0,0,0,0
27,0,1,0,0,0,0,0,0,0,0
28,0,1,0,0,0,0,0,0,0,0
29,0,1,0,0,0,0,0,0,0,0
30,0,1,0,0,0,0,0,0,0,0
31,0,1,0,0,0,0,0,0,0,0
32,0,1,0,0,0,0,0,0,0,0
33,1,1,0,0,0,0,0,0,0,0
34,1,1,0,0,0,0,0,0,0,0
35,1,1,0,0,0,0,0,0,0,0
36,1,1,0,0,0,0,0,0,0,0
37,1,1,0,0,0,0,0,0,0,0
38,1,1,0,0,0,0,0,0,0,0
39,1,1,0,0,0,0,0,0,0,0
40,1,1,0,0,0,0,0,0,0,0
41,1,1,0,0,0,0,0,0,0,0
42,1,1,0,0,0,0,0,0,0,0
43,1,1,0,0,0,0,0,0,0,0
44,1,1,0,0,0,0,0,0,0,0
45,1,1,0,0,0,0,0,0,0,0
46,1,1,0,0,0,0,0,0,0,0
47,1,1,0,0,0,0,0,0,0,0
48,1,1,0,0,0,0,0,0,0,0
49,1,1,0,0,0,0,0,0,0,0
50,1,1,0,0,0,0,0,0,0,0
51,1,1,0,0,0,0,0,0,0,0
52,1,1,0,0,0,0,0,0,0,0
53,1,1,0,0,0,0,0,0,0,0
54,1,1,0,0,0,0,0,0,0,0
55,1,1,0,0,0,0,0,0,0,0
56,1,1,0,1,0,0,0,0,0,0
57,1,1,0,1,0,0,0,0,0,0
58,1,1,0,1,0,0,0,0,0,0
59,1,1,0,1,0,0,0,0,0,0
60,1,1,0,1,0,0,0,0,0,0
61,1,1,0,1,0,0,0,0,0,0
62,1,1,0,1,0,0,0,0,0,0
63,1,1,0,1,0,0,0,1,0,0
64,1,1,0,1,0,0,0,1,0,0
65,1,1,0,1,0,0,0,1,0,0
66,1,1,0,1,0,0,0,1,0,0
67,1,1,0,1,0,0,0,1,0,0
68,1,1,0,1,0,0,0,1,0,0
69,1,1,0,1,0,0,0,1,0,0
70,1,1,0,1,0,0,0,1,0,0
71,1,1,0,1,0,0,0,1,0,0
72,1,1,0,1,0,0,0,1,0,0
73,1,1,0,1,0,0,0,1,0,0
74,1,1,0,1,0,0,0,1,0,0
75,1,1,0,1,0,0,0,1,0,0
76,1,1,0,1,0,0,0,1,0,0
77,1,1,0,1,0,0,0,1,0,0
78,1,1,0,1,0,0,0,1,0,0
79,1,1,0,1,0,0,0,1,0,0
80,1,1,0,1,0,0,0,1,0,0
81,1,1,0,1,0,0,0,1,0,0
82,1,1,0,1,0,0,0,1,0,0
83,1,1,0,1,0,0,0,1,0,0
84,1,1,0,1,0,0,1,1,0,0
85,1,1,0,1,0,0,1,1,0,0
86,1,1,0,1,0,0,1,1,0,0
87,1,1,0,1,0,0,1,2,0,0
88,1,1,0,1,0,0,1,2,0,0
89,1,1,0,1,0,0,1,2,0,0
90,1,1,0,1,0,0,2,2,0,0
